Boy_Name,Girl_Name,Boy_Age,Girl_Age,Boy_FavColor,Girl_FavColor,Boy_Hobby,Girl_Hobby,Boy_FavMovieGenre,Girl_FavMovieGenre,Boy_Zodiac,Girl_Zodiac,Compatibility_Score
William,Jennifer,38,29,Pink,Red,Dancing,Cooking,Sci-Fi,Adventure,Taurus,Pisces,82
Paul,Linda,33,22,White,Pink,Traveling,Dancing,Horror,Action,Leo,Cancer,78
Steven,Patricia,38,18,Black,Pink,Fishing,Gaming,Documentary,Adventure,Cancer,Gemini,60
Daniel,Jennifer,20,32,Yellow,Purple,Fishing,Sports,Documentary,Drama,Scorpio,Taurus,86
Michael,Jennifer,36,28,Red,Black,Drawing,Hiking,Documentary,Sci-Fi,Leo,Aries,94
Thomas,Sandra,29,19,Green,Brown,Dancing,Reading,Romance,Action,Libra,Capricorn,80
John,Elizabeth,21,25,Blue,Brown,Dancing,Fishing,Horror,Sci-Fi,Gemini,Sagittarius,102
Andrew,Susan,27,26,Blue,Green,Fishing,Hiking,Action,Horror,Capricorn,Libra,98
Robert,Jessica,39,27,White,White,Traveling,Reading,Documentary,Documentary,Leo,Leo,96
William,Karen,20,28,Red,Purple,Reading,Drawing,Documentary,Fantasy,Leo,Gemini,84
Paul,Mary,33,23,White,Yellow,Drawing,Cooking,Comedy,Action,Libra,Libra,90
Andrew,Elizabeth,32,39,Yellow,Blue,Traveling,Cooking,Action,Sci-Fi,Aries,Aquarius,86
Kevin,Elizabeth,21,38,White,Red,Reading,Fishing,Comedy,Comedy,Taurus,Virgo,86
Steven,Laura,29,40,Blue,Brown,Singing,Traveling,Drama,Action,Pisces,Gemini,88
John,Sandra,19,27,Blue,White,Reading,Dancing,Thriller,Horror,Aquarius,Sagittarius,84
Michael,Lisa,21,28,Red,Black,Drawing,Hiking,Romance,Thriller,Pisces,Leo,96
Steven,Karen,18,39,White,White,Traveling,Fishing,Thriller,Fantasy,Capricorn,Cancer,78
Thomas,Nancy,27,31,Pink,Brown,Traveling,Drawing,Thriller,Drama,Cancer,Aries,102
Robert,Jennifer,34,24,Green,Yellow,Fishing,Singing,Horror,Comedy,Scorpio,Libra,80
Paul,Mary,18,24,Yellow,Black,Sports,Traveling,Documentary,Drama,Pisces,Pisces,98
Mark,Karen,18,36,Black,Orange,Sports,Singing,Fantasy,Action,Leo,Virgo,64
Steven,Jessica,39,26,Red,Purple,Gaming,Fishing,Adventure,Horror,Pisces,Scorpio,74
Joseph,Laura,27,38,Red,Pink,Hiking,Cooking,Adventure,Adventure,Capricorn,Sagittarius,88
Michael,Elizabeth,35,34,Blue,Black,Reading,Sports,Documentary,Romance,Aries,Aries,108
Kevin,Linda,18,20,Orange,Red,Gaming,Drawing,Horror,Thriller,Sagittarius,Aquarius,96
Michael,Elizabeth,22,33,Yellow,Orange,Dancing,Hiking,Thriller,Thriller,Aries,Aries,88
Joseph,Susan,30,38,Brown,Green,Sports,Traveling,Fantasy,Drama,Sagittarius,Taurus,84
John,Donna,39,31,Green,Green,Drawing,Fishing,Horror,Fantasy,Aries,Taurus,104
Andrew,Jennifer,28,27,Orange,Red,Traveling,Gaming,Documentary,Horror,Gemini,Virgo,98
Paul,Patricia,26,34,Blue,Black,Reading,Gaming,Romance,Fantasy,Capricorn,Cancer,94
Richard,Susan,31,21,White,Yellow,Gaming,Fishing,Documentary,Drama,Libra,Capricorn,90
Andrew,Jennifer,30,27,Blue,Purple,Cooking,Gaming,Comedy,Thriller,Cancer,Taurus,94
Thomas,Jennifer,28,25,Blue,Purple,Drawing,Drawing,Sci-Fi,Sci-Fi,Aquarius,Aries,114
Andrew,Ashley,26,40,Pink,White,Hiking,Gaming,Drama,Documentary,Cancer,Capricorn,82
Thomas,Karen,34,35,White,Brown,Sports,Hiking,Action,Romance,Gemini,Gemini,98
John,Lisa,24,20,Brown,Orange,Dancing,Gaming,Documentary,Thriller,Aries,Aries,102
Andrew,Ashley,37,26,Blue,Blue,Cooking,Reading,Action,Thriller,Scorpio,Libra,88
Joseph,Jessica,28,38,Black,Red,Gaming,Hiking,Thriller,Horror,Cancer,Aries,90
Steven,Jennifer,37,21,Pink,Brown,Cooking,Reading,Thriller,Adventure,Gemini,Aries,78
Mark,Ashley,35,38,Red,Red,Cooking,Gaming,Romance,Drama,Pisces,Aquarius,114
John,Nancy,25,25,Black,Black,Reading,Gaming,Romance,Comedy,Leo,Pisces,110
David,Jessica,39,32,Yellow,Yellow,Traveling,Gaming,Documentary,Action,Capricorn,Scorpio,96
Paul,Jennifer,25,20,Green,Blue,Reading,Drawing,Comedy,Comedy,Sagittarius,Leo,100
Daniel,Linda,32,28,Pink,Red,Gaming,Reading,Sci-Fi,Drama,Sagittarius,Cancer,92
Mark,Kimberly,30,35,Brown,White,Cooking,Drawing,Documentary,Drama,Gemini,Virgo,100
Steven,Linda,31,30,White,Pink,Cooking,Singing,Fantasy,Action,Aquarius,Taurus,108
Richard,Donna,40,31,Red,Blue,Singing,Traveling,Documentary,Adventure,Capricorn,Gemini,82
James,Linda,38,18,Green,Red,Gaming,Singing,Horror,Horror,Libra,Aquarius,80
John,Jessica,26,32,White,Orange,Sports,Fishing,Horror,Drama,Aquarius,Scorpio,98
David,Sandra,35,39,Brown,White,Reading,Gaming,Drama,Comedy,Aries,Aquarius,92
Kevin,Ashley,37,38,Pink,Pink,Singing,Singing,Comedy,Drama,Libra,Aquarius,118
David,Mary,39,19,Green,Yellow,Cooking,Gaming,Documentary,Thriller,Pisces,Virgo,60
William,Jennifer,22,22,White,Purple,Hiking,Drawing,Thriller,Romance,Libra,Gemini,100
Andrew,Jennifer,28,38,Black,Yellow,Sports,Cooking,Action,Fantasy,Virgo,Leo,80
David,Karen,34,27,Blue,Red,Traveling,Hiking,Thriller,Action,Leo,Pisces,96
William,Linda,29,26,Purple,White,Gaming,Fishing,Thriller,Comedy,Taurus,Libra,104
Daniel,Jennifer,21,22,Purple,Black,Gaming,Drawing,Drama,Fantasy,Cancer,Cancer,108
Paul,Karen,19,27,Green,Red,Fishing,Gaming,Fantasy,Horror,Taurus,Virgo,94
William,Karen,39,28,Orange,Purple,Sports,Hiking,Action,Documentary,Aries,Cancer,88
Kevin,Laura,24,37,Blue,Green,Cooking,Gaming,Adventure,Romance,Virgo,Aquarius,74
David,Kimberly,24,40,White,Blue,Reading,Fishing,Horror,Romance,Taurus,Capricorn,68
Mark,Nancy,35,25,Pink,Red,Reading,Gaming,Adventure,Fantasy,Libra,Capricorn,90
Paul,Jessica,33,28,Pink,Green,Drawing,Fishing,Action,Thriller,Sagittarius,Pisces,100
Daniel,Nancy,31,18,Black,White,Sports,Drawing,Thriller,Thriller,Aries,Virgo,84
Michael,Jessica,38,33,Red,Yellow,Cooking,Dancing,Sci-Fi,Documentary,Libra,Capricorn,90
William,Sandra,33,32,Pink,Red,Gaming,Sports,Drama,Comedy,Capricorn,Aries,98
Joseph,Linda,39,25,Orange,Orange,Cooking,Dancing,Horror,Comedy,Cancer,Leo,92
Kevin,Patricia,39,36,Purple,Blue,Sports,Dancing,Drama,Thriller,Sagittarius,Sagittarius,94
Andrew,Jessica,31,31,White,Brown,Drawing,Gaming,Thriller,Sci-Fi,Scorpio,Virgo,110
Richard,Ashley,38,38,Orange,Blue,Hiking,Singing,Sci-Fi,Sci-Fi,Virgo,Sagittarius,110
John,Donna,38,20,Yellow,Pink,Gaming,Singing,Comedy,Documentary,Scorpio,Capricorn,74
Steven,Susan,27,39,Purple,Yellow,Sports,Traveling,Sci-Fi,Documentary,Aquarius,Aries,76
Thomas,Donna,33,21,Blue,Black,Gaming,Singing,Sci-Fi,Romance,Capricorn,Capricorn,86
Andrew,Sandra,19,18,Red,Brown,Reading,Hiking,Documentary,Thriller,Aries,Taurus,108
Richard,Nancy,27,31,Orange,Green,Cooking,Cooking,Drama,Fantasy,Aquarius,Leo,112
Mark,Linda,19,30,Orange,Red,Traveling,Drawing,Drama,Thriller,Taurus,Taurus,88
John,Elizabeth,30,30,White,Black,Traveling,Fishing,Drama,Sci-Fi,Virgo,Virgo,110
Mark,Susan,40,20,Purple,Red,Dancing,Dancing,Action,Adventure,Cancer,Libra,80
Robert,Donna,34,18,Blue,White,Hiking,Dancing,Thriller,Adventure,Capricorn,Sagittarius,78
Daniel,Nancy,20,18,Black,Black,Sports,Gaming,Fantasy,Horror,Sagittarius,Virgo,116
John,Ashley,23,27,Orange,Yellow,Singing,Hiking,Horror,Romance,Aquarius,Scorpio,92
Daniel,Susan,28,29,Green,Brown,Singing,Fishing,Drama,Sci-Fi,Pisces,Leo,108
Andrew,Linda,30,28,Black,Red,Reading,Sports,Action,Sci-Fi,Leo,Capricorn,96
Kevin,Elizabeth,20,34,Yellow,Blue,Singing,Drawing,Documentary,Fantasy,Virgo,Capricorn,82
Andrew,Laura,29,33,Purple,White,Sports,Drawing,Horror,Fantasy,Taurus,Libra,102
Daniel,Donna,27,31,White,Black,Gaming,Drawing,Adventure,Romance,Aquarius,Pisces,102
John,Donna,39,25,Pink,Orange,Traveling,Cooking,Drama,Documentary,Scorpio,Aries,72
Mark,Ashley,19,21,Black,Purple,Dancing,Traveling,Drama,Adventure,Libra,Taurus,96
Kevin,Mary,37,27,Red,Green,Hiking,Reading,Documentary,Drama,Virgo,Cancer,80
Thomas,Donna,25,35,Blue,Black,Singing,Fishing,Drama,Action,Sagittarius,Sagittarius,90
Paul,Linda,39,19,Pink,Brown,Drawing,Fishing,Documentary,Thriller,Leo,Aquarius,70
Michael,Elizabeth,30,31,Red,Blue,Singing,Dancing,Adventure,Action,Scorpio,Sagittarius,98
Michael,Donna,39,18,Red,Black,Drawing,Hiking,Romance,Thriller,Scorpio,Aquarius,58
Andrew,Nancy,27,23,White,Yellow,Traveling,Drawing,Documentary,Adventure,Virgo,Cancer,102
Daniel,Susan,39,25,Green,Red,Sports,Dancing,Comedy,Adventure,Virgo,Libra,72
William,Susan,28,37,Yellow,Green,Drawing,Traveling,Fantasy,Drama,Pisces,Leo,82
Michael,Mary,30,32,Yellow,Pink,Hiking,Fishing,Drama,Horror,Libra,Leo,106
Paul,Patricia,37,29,Brown,Black,Drawing,Reading,Comedy,Romance,Gemini,Leo,84
Mark,Jessica,26,23,Yellow,Black,Sports,Singing,Thriller,Adventure,Aries,Scorpio,104
John,Jennifer,29,24,Blue,Blue,Gaming,Fishing,Fantasy,Horror,Virgo,Leo,110
Joseph,Jennifer,36,28,Yellow,Pink,Cooking,Hiking,Comedy,Sci-Fi,Aries,Aries,94
Mark,Sandra,18,19,Yellow,Orange,Dancing,Gaming,Action,Comedy,Sagittarius,Cancer,98
Richard,Laura,37,28,Orange,Green,Reading,Sports,Comedy,Adventure,Gemini,Libra,92
Thomas,Ashley,28,29,Yellow,Purple,Gaming,Hiking,Comedy,Drama,Libra,Pisces,108
Mark,Ashley,37,20,Red,Blue,Dancing,Hiking,Sci-Fi,Adventure,Virgo,Gemini,66
Richard,Linda,23,22,White,Blue,Gaming,Sports,Comedy,Documentary,Pisces,Aries,108
James,Lisa,19,19,Green,Pink,Cooking,Reading,Action,Horror,Aries,Scorpio,110
Robert,Patricia,36,36,White,Brown,Sports,Drawing,Drama,Comedy,Capricorn,Virgo,110
Thomas,Mary,18,27,Pink,Black,Traveling,Cooking,Adventure,Comedy,Libra,Capricorn,92
John,Ashley,20,23,Brown,Blue,Sports,Singing,Documentary,Romance,Virgo,Aquarius,94
Michael,Nancy,28,22,Green,Orange,Traveling,Traveling,Sci-Fi,Thriller,Aries,Pisces,108
Paul,Elizabeth,27,20,Yellow,Black,Fishing,Traveling,Drama,Sci-Fi,Gemini,Virgo,96
Mark,Patricia,22,26,Brown,Brown,Sports,Hiking,Fantasy,Comedy,Taurus,Sagittarius,102
David,Susan,25,40,Brown,Yellow,Traveling,Gaming,Action,Drama,Gemini,Scorpio,70
Robert,Elizabeth,38,39,Red,Brown,Cooking,Gaming,Action,Thriller,Scorpio,Libra,108
John,Patricia,33,26,Black,Black,Cooking,Gaming,Comedy,Comedy,Virgo,Sagittarius,116
Daniel,Susan,40,27,Purple,Blue,Gaming,Gaming,Romance,Romance,Sagittarius,Libra,104
Paul,Kimberly,27,31,Brown,Purple,Cooking,Traveling,Romance,Fantasy,Aquarius,Libra,102
Kevin,Ashley,19,37,Black,Orange,Fishing,Dancing,Thriller,Action,Pisces,Leo,74
Michael,Kimberly,23,26,Green,Purple,Fishing,Sports,Action,Horror,Leo,Sagittarius,104
Paul,Lisa,24,39,Pink,Green,Dancing,Traveling,Romance,Fantasy,Aquarius,Virgo,80
Mark,Jennifer,37,18,Red,Yellow,Hiking,Fishing,Action,Comedy,Leo,Aries,72
Andrew,Ashley,37,32,Blue,Blue,Drawing,Gaming,Drama,Romance,Pisces,Sagittarius,110
David,Kimberly,31,22,Blue,Pink,Dancing,Reading,Drama,Sci-Fi,Taurus,Aries,82
Thomas,Elizabeth,30,34,Yellow,Brown,Cooking,Dancing,Thriller,Romance,Pisces,Virgo,102
Thomas,Mary,37,30,Yellow,Pink,Hiking,Fishing,Thriller,Action,Capricorn,Libra,86
Mark,Kimberly,25,37,White,White,Gaming,Dancing,Adventure,Adventure,Capricorn,Virgo,96
John,Donna,31,25,Blue,Brown,Gaming,Sports,Documentary,Drama,Cancer,Leo,88
Kevin,Jennifer,30,22,Purple,Brown,Reading,Dancing,Action,Adventure,Leo,Pisces,84
Kevin,Ashley,23,20,Green,Pink,Gaming,Drawing,Fantasy,Documentary,Capricorn,Capricorn,104
Joseph,Jessica,29,23,Pink,White,Drawing,Sports,Fantasy,Fantasy,Gemini,Taurus,98
Richard,Donna,19,40,Pink,White,Gaming,Gaming,Fantasy,Drama,Gemini,Scorpio,68
John,Linda,40,25,Green,Black,Hiking,Fishing,Comedy,Horror,Virgo,Pisces,70
John,Linda,32,32,Blue,Blue,Singing,Dancing,Drama,Sci-Fi,Virgo,Aquarius,120
David,Donna,28,18,Green,Orange,Hiking,Singing,Documentary,Documentary,Virgo,Scorpio,100
David,Mary,30,37,Red,Yellow,Gaming,Cooking,Sci-Fi,Drama,Capricorn,Scorpio,86
Michael,Mary,36,36,Blue,Orange,Gaming,Fishing,Romance,Horror,Pisces,Aries,100
William,Nancy,22,21,Blue,Black,Singing,Cooking,Drama,Drama,Aquarius,Cancer,118
Andrew,Sandra,35,35,Red,White,Drawing,Sports,Fantasy,Sci-Fi,Capricorn,Taurus,100
Steven,Ashley,32,37,Blue,Brown,Sports,Hiking,Sci-Fi,Horror,Scorpio,Capricorn,100
Richard,Donna,29,24,Black,Red,Singing,Fishing,Romance,Romance,Gemini,Virgo,110
Kevin,Ashley,23,38,White,Green,Singing,Traveling,Horror,Thriller,Sagittarius,Scorpio,70
Joseph,Jennifer,39,31,Pink,Yellow,Traveling,Cooking,Action,Thriller,Libra,Scorpio,94
William,Susan,40,29,Green,White,Singing,Cooking,Fantasy,Comedy,Taurus,Scorpio,88
William,Nancy,36,25,Pink,Blue,Dancing,Sports,Romance,Sci-Fi,Gemini,Aquarius,78
Thomas,Jennifer,34,31,Green,Purple,Singing,Singing,Comedy,Horror,Leo,Aries,114
James,Lisa,37,40,Green,Blue,Cooking,Singing,Thriller,Sci-Fi,Gemini,Pisces,94
Mark,Donna,21,31,Green,Pink,Hiking,Sports,Documentary,Thriller,Gemini,Virgo,90
Robert,Karen,26,34,Purple,Orange,Reading,Cooking,Comedy,Drama,Gemini,Scorpio,94
Steven,Elizabeth,21,37,Brown,Green,Sports,Fishing,Sci-Fi,Thriller,Pisces,Aquarius,68
Joseph,Mary,20,40,Green,Yellow,Gaming,Hiking,Adventure,Adventure,Pisces,Capricorn,80
Kevin,Patricia,20,40,White,Blue,Sports,Reading,Drama,Comedy,Pisces,Capricorn,70
Michael,Donna,22,33,Brown,Blue,Sports,Singing,Fantasy,Thriller,Scorpio,Aquarius,78
Robert,Sandra,28,28,Blue,Pink,Dancing,Sports,Horror,Documentary,Libra,Gemini,110
Kevin,Jennifer,37,34,White,Orange,Traveling,Cooking,Documentary,Comedy,Libra,Pisces,94
John,Donna,20,35,Orange,Brown,Gaming,Sports,Comedy,Horror,Virgo,Capricorn,70
Mark,Linda,29,34,Yellow,Green,Gaming,Dancing,Fantasy,Drama,Aries,Scorpio,100
Andrew,Patricia,18,31,Orange,Red,Singing,Dancing,Adventure,Horror,Aquarius,Sagittarius,74
Paul,Sandra,38,40,Blue,Yellow,Singing,Cooking,Adventure,Documentary,Pisces,Taurus,96
Michael,Mary,28,39,Green,Green,Singing,Reading,Adventure,Sci-Fi,Capricorn,Pisces,98
Andrew,Sandra,25,28,White,Yellow,Hiking,Cooking,Drama,Documentary,Capricorn,Aquarius,104
Daniel,Elizabeth,34,30,Blue,Red,Sports,Dancing,Comedy,Comedy,Gemini,Leo,112
Steven,Sandra,32,19,Blue,Green,Traveling,Singing,Documentary,Thriller,Aquarius,Scorpio,84
Robert,Susan,19,40,Green,White,Singing,Fishing,Romance,Horror,Leo,Leo,68
James,Donna,34,36,Black,Black,Drawing,Reading,Documentary,Adventure,Gemini,Sagittarius,116
Paul,Mary,38,18,White,Black,Reading,Reading,Thriller,Sci-Fi,Cancer,Libra,70
Richard,Mary,25,22,Orange,Pink,Hiking,Drawing,Adventure,Thriller,Leo,Virgo,104
Daniel,Sandra,33,31,White,Brown,Hiking,Reading,Sci-Fi,Romance,Scorpio,Pisces,106
James,Susan,32,32,Brown,Blue,Cooking,Gaming,Documentary,Comedy,Virgo,Cancer,110
William,Patricia,39,34,Orange,Green,Sports,Reading,Adventure,Sci-Fi,Aquarius,Cancer,90
Michael,Mary,24,36,Black,Green,Gaming,Reading,Fantasy,Drama,Sagittarius,Sagittarius,76
Steven,Ashley,38,23,Orange,Brown,Singing,Gaming,Fantasy,Comedy,Capricorn,Pisces,70
John,Kimberly,19,20,Green,Blue,Hiking,Fishing,Action,Thriller,Gemini,Taurus,98
Andrew,Susan,23,28,White,Orange,Singing,Gaming,Sci-Fi,Horror,Libra,Scorpio,90
Paul,Laura,18,23,Red,Blue,Singing,Sports,Adventure,Action,Gemini,Virgo,100
James,Elizabeth,32,27,Red,Orange,Drawing,Reading,Comedy,Action,Libra,Taurus,100
Daniel,Sandra,21,19,Red,Pink,Fishing,Dancing,Action,Thriller,Libra,Libra,96
Andrew,Mary,21,23,Green,Pink,Drawing,Drawing,Sci-Fi,Fantasy,Capricorn,Aquarius,116
Michael,Donna,39,27,Black,Brown,Gaming,Sports,Horror,Comedy,Taurus,Sagittarius,76
James,Lisa,25,25,Brown,Pink,Cooking,Cooking,Comedy,Comedy,Leo,Gemini,120
John,Laura,23,32,Black,Black,Reading,Traveling,Thriller,Horror,Taurus,Cancer,102
Paul,Jessica,35,40,Black,White,Traveling,Singing,Thriller,Fantasy,Taurus,Virgo,100
David,Sandra,38,24,Red,Brown,Drawing,Gaming,Action,Sci-Fi,Pisces,Virgo,82
John,Lisa,25,31,Pink,Black,Traveling,Drawing,Comedy,Action,Virgo,Virgo,98
John,Donna,34,24,Orange,Purple,Singing,Reading,Horror,Sci-Fi,Aquarius,Leo,90
Andrew,Jessica,19,36,Brown,Pink,Sports,Drawing,Action,Romance,Virgo,Sagittarius,76
Richard,Ashley,22,31,Purple,Green,Dancing,Cooking,Horror,Sci-Fi,Cancer,Cancer,82
Mark,Nancy,37,34,Yellow,Green,Traveling,Hiking,Adventure,Fantasy,Pisces,Scorpio,104
David,Donna,25,36,Green,Yellow,Gaming,Traveling,Comedy,Thriller,Capricorn,Cancer,78
Robert,Jennifer,19,39,Orange,Yellow,Gaming,Reading,Thriller,Drama,Leo,Leo,60
Paul,Elizabeth,24,33,Orange,White,Traveling,Dancing,Documentary,Documentary,Leo,Capricorn,102
David,Jennifer,24,29,Pink,Brown,Dancing,Hiking,Drama,Comedy,Aquarius,Pisces,90
Robert,Sandra,36,29,Blue,Blue,Sports,Traveling,Thriller,Romance,Cancer,Aries,106
David,Karen,39,25,Yellow,Blue,Sports,Sports,Fantasy,Action,Cancer,Leo,82
John,Nancy,26,28,Red,Orange,Drawing,Drawing,Thriller,Drama,Cancer,Gemini,116
Daniel,Lisa,22,35,Purple,Blue,Hiking,Drawing,Adventure,Adventure,Aquarius,Sagittarius,84
Richard,Jessica,30,39,Red,Blue,Dancing,Drawing,Comedy,Romance,Aries,Capricorn,92
Kevin,Susan,20,19,Purple,Green,Reading,Sports,Adventure,Fantasy,Capricorn,Aquarius,98
Thomas,Jennifer,35,29,Orange,Brown,Reading,Traveling,Horror,Fantasy,Aquarius,Libra,88
Andrew,Karen,34,39,Red,Purple,Dancing,Sports,Fantasy,Fantasy,Virgo,Cancer,100
Michael,Elizabeth,33,28,Pink,Pink,Drawing,Singing,Romance,Sci-Fi,Virgo,Pisces,100
Daniel,Ashley,40,32,Black,Red,Sports,Gaming,Documentary,Drama,Aries,Aquarius,84
Joseph,Ashley,19,24,Green,White,Fishing,Drawing,Sci-Fi,Documentary,Scorpio,Libra,90
Thomas,Mary,39,36,Green,Purple,Cooking,Singing,Fantasy,Sci-Fi,Aquarius,Pisces,94
Mark,Patricia,18,33,Red,Purple,Hiking,Cooking,Documentary,Fantasy,Virgo,Pisces,80
Steven,Donna,18,28,Green,Blue,Reading,Cooking,Drama,Adventure,Leo,Taurus,80
Steven,Kimberly,39,20,Black,Pink,Cooking,Dancing,Romance,Thriller,Libra,Aries,72
Steven,Sandra,33,38,Green,Purple,Hiking,Drawing,Adventure,Comedy,Scorpio,Sagittarius,90
Mark,Patricia,22,29,Purple,Brown,Singing,Cooking,Adventure,Sci-Fi,Sagittarius,Aries,96
Robert,Susan,21,38,Green,Brown,Gaming,Fishing,Thriller,Adventure,Aquarius,Gemini,76
Richard,Susan,21,20,Red,Brown,Traveling,Drawing,Fantasy,Drama,Gemini,Leo,98
Kevin,Jennifer,32,23,Green,Black,Traveling,Cooking,Adventure,Comedy,Aries,Taurus,82
Steven,Nancy,21,31,Blue,White,Drawing,Traveling,Drama,Sci-Fi,Scorpio,Pisces,90
Andrew,Elizabeth,33,21,Red,Pink,Hiking,Traveling,Drama,Adventure,Pisces,Gemini,76
Michael,Ashley,20,36,Yellow,Black,Dancing,Gaming,Horror,Comedy,Leo,Cancer,78
Paul,Laura,40,28,Brown,Yellow,Traveling,Gaming,Horror,Documentary,Pisces,Aquarius,86
Kevin,Linda,40,33,Brown,Red,Reading,Reading,Sci-Fi,Thriller,Taurus,Virgo,106
Andrew,Susan,38,29,Purple,White,Traveling,Reading,Action,Documentary,Sagittarius,Leo,92
Joseph,Sandra,30,40,Pink,Red,Hiking,Dancing,Romance,Comedy,Aries,Capricorn,90
Thomas,Sandra,36,19,Red,White,Drawing,Dancing,Adventure,Fantasy,Aquarius,Capricorn,66
Steven,Jennifer,24,25,Red,Black,Traveling,Gaming,Fantasy,Action,Cancer,Libra,108
Kevin,Lisa,28,35,Brown,Yellow,Traveling,Cooking,Action,Comedy,Pisces,Taurus,96
Andrew,Laura,26,39,Blue,Red,Sports,Singing,Horror,Drama,Taurus,Taurus,74
Joseph,Laura,29,28,Red,Blue,Drawing,Cooking,Action,Romance,Leo,Cancer,108
David,Kimberly,25,26,Orange,Orange,Gaming,Singing,Romance,Horror,Libra,Capricorn,118
William,Jennifer,34,25,Pink,Yellow,Dancing,Fishing,Horror,Documentary,Scorpio,Capricorn,82
James,Karen,22,36,Blue,Brown,Cooking,Singing,Romance,Drama,Sagittarius,Sagittarius,82
Thomas,Jennifer,30,34,White,Black,Cooking,Reading,Thriller,Comedy,Leo,Libra,92
Mark,Karen,22,19,Orange,Yellow,Singing,Sports,Sci-Fi,Drama,Gemini,Sagittarius,94
William,Kimberly,26,40,Blue,Pink,Reading,Singing,Action,Fantasy,Aries,Pisces,72
Thomas,Mary,37,19,Orange,Blue,Dancing,Singing,Drama,Horror,Gemini,Scorpio,74
Richard,Elizabeth,33,37,Green,Orange,Dancing,Reading,Horror,Action,Virgo,Leo,92
Robert,Elizabeth,35,23,Green,Brown,Singing,Hiking,Fantasy,Drama,Pisces,Taurus,76
James,Elizabeth,19,21,White,Green,Hiking,Cooking,Romance,Horror,Libra,Scorpio,106
Daniel,Linda,36,27,Yellow,Red,Gaming,Sports,Fantasy,Romance,Aquarius,Virgo,92
Robert,Lisa,34,36,Orange,Purple,Singing,Sports,Horror,Comedy,Aries,Capricorn,96
Richard,Mary,25,21,Pink,Yellow,Traveling,Fishing,Horror,Romance,Sagittarius,Scorpio,102
Thomas,Donna,22,30,Orange,Purple,Gaming,Traveling,Drama,Fantasy,Pisces,Cancer,84
William,Mary,26,21,Green,Red,Singing,Reading,Action,Comedy,Capricorn,Sagittarius,100
Richard,Nancy,19,36,Green,Red,Hiking,Drawing,Drama,Comedy,Aquarius,Leo,76
Kevin,Nancy,29,26,White,White,Dancing,Singing,Horror,Sci-Fi,Aries,Aquarius,104
Michael,Nancy,38,23,Green,Orange,Drawing,Fishing,Sci-Fi,Documentary,Capricorn,Cancer,70
Daniel,Patricia,23,34,White,Orange,Hiking,Dancing,Adventure,Adventure,Sagittarius,Aries,98
William,Laura,37,33,Orange,White,Cooking,Singing,Fantasy,Comedy,Libra,Aquarius,92
Robert,Jennifer,39,34,White,Green,Reading,Cooking,Comedy,Drama,Virgo,Taurus,90
Joseph,Jessica,28,32,Orange,Pink,Cooking,Singing,Action,Drama,Pisces,Sagittarius,92
Paul,Laura,32,39,Purple,Green,Dancing,Hiking,Thriller,Romance,Pisces,Scorpio,86
Kevin,Jennifer,33,26,Brown,Pink,Cooking,Gaming,Action,Sci-Fi,Scorpio,Leo,86
Joseph,Sandra,35,25,Blue,Orange,Fishing,Singing,Action,Adventure,Leo,Sagittarius,90
Kevin,Patricia,39,38,Blue,Blue,Dancing,Traveling,Horror,Romance,Taurus,Scorpio,118
Andrew,Sandra,34,18,Brown,Red,Traveling,Dancing,Comedy,Comedy,Scorpio,Taurus,78
Robert,Donna,37,34,Orange,White,Traveling,Gaming,Sci-Fi,Fantasy,Capricorn,Sagittarius,94
Kevin,Lisa,25,19,Red,Pink,Sports,Dancing,Thriller,Horror,Gemini,Pisces,98
William,Patricia,40,38,Yellow,Orange,Gaming,Sports,Adventure,Thriller,Gemini,Libra,96
James,Elizabeth,23,39,Green,Red,Drawing,Singing,Sci-Fi,Sci-Fi,Aries,Capricorn,88
Paul,Jessica,38,20,Brown,Purple,Drawing,Singing,Drama,Drama,Leo,Gemini,74
Thomas,Elizabeth,35,35,Pink,Red,Drawing,Gaming,Romance,Horror,Leo,Sagittarius,110
Paul,Patricia,39,22,Purple,White,Singing,Cooking,Romance,Adventure,Libra,Scorpio,76
Richard,Elizabeth,37,25,Green,Green,Drawing,Dancing,Comedy,Adventure,Taurus,Gemini,86
James,Nancy,32,38,Orange,Brown,Gaming,Singing,Fantasy,Thriller,Pisces,Aries,88
Kevin,Nancy,31,40,Black,Purple,Cooking,Cooking,Sci-Fi,Comedy,Leo,Cancer,102
Thomas,Patricia,31,37,Purple,Black,Fishing,Traveling,Documentary,Drama,Capricorn,Virgo,88
David,Elizabeth,36,22,Blue,Red,Drawing,Drawing,Adventure,Comedy,Leo,Cancer,92
Robert,Nancy,25,29,Orange,Green,Sports,Singing,Romance,Adventure,Aries,Aries,92
Paul,Sandra,26,28,Purple,Orange,Dancing,Gaming,Fantasy,Action,Virgo,Cancer,96
Andrew,Linda,22,25,Black,Green,Singing,Cooking,Romance,Fantasy,Libra,Scorpio,94
Paul,Susan,32,31,Orange,Pink,Hiking,Sports,Fantasy,Horror,Cancer,Sagittarius,108
John,Karen,27,22,White,Black,Hiking,Sports,Thriller,Drama,Cancer,Capricorn,100
Robert,Mary,25,23,White,Black,Sports,Hiking,Thriller,Thriller,Cancer,Aquarius,106
Richard,Karen,36,33,Green,Brown,Traveling,Fishing,Fantasy,Horror,Sagittarius,Taurus,94
